name,Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) hi 35-climb accel start,Air spd (rel) hi 35ft t/o,Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi liftoff,Air spd (rel) hi tdwn,Air spd (rel) lo 1000-500ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 35ft t/o,Air spd (rel) lo 500-20ft (3 secs),Air spd (rel) lo flap 1,Air spd (rel) lo flap 10,Air spd (rel) lo flap 15,Air spd (rel) lo flap 5,Air spd (rel) lo liftoff,Air spd (rel) lo tdwn,Air spd (VMO) excd,Air spd hi 1000-8000ft,Air spd hi 10000-8000ft,Air spd hi 3000-1000ft,Air spd hi 5000-3000ft,Air spd hi 8000-10000ft,Air spd hi 8000-5000ft,Air spd hi flap 1,Air spd hi flap 10,Air spd hi flap 15,Air spd hi flap 2,Air spd hi flap 25,Air spd hi flap 30,Air spd hi flap 40,Air spd hi flap 5,Air spd hi ldg gear extd,Air spd hi ldg gear extn,Air spd hi ldg gear retr,AP disengaged crz,AP engaged early t/o,Eng N1 hi app,Eng N1 lo 500-50ft (5 secs),Eng N1 lo TOGA t/o,Eng rev thrust hi at lo gnd spd,Flap mvmt late app,Flap retr early t/o,Flap setting lo 1000ft,Fuel qty low tdwn,Gnd spd hi taxi straight,Gnd spd hi taxi turn,Go-around,GS dev above GS 1000-500ft,GS dev above GS 1500-1000ft,GS dev above GS 500-200ft,GS dev below GS 1000-500ft,GS dev below GS 1500-1000ft,GS dev below GS 500-200ft,Hdg dev rwy >80kts air spd t/o,Hdg var 500-50ft,Hdg var tdwn 60kts air spd,Hgt hi 1 min tdwn,Hgt hi 2 min tdwn,Hgt lo 1 min tdwn,Hgt lo 2 min tdwn,Hgt loss 1000-2000ft,Hgt loss 35-1000ft,Lat g hi taxi turn,Ldg gear late extn,Ldg gear late retr,Ldg gear late retr g/a,Ldg weight hi tdwn,LOC dev 1000-500ft,LOC dev 1500-1000ft,LOC dev 500-200ft,Long flare duration,Mach (MMO) excd,Max alt (flaps extd) excd,Max alt (ldg gear extd) excd,Max alt excd,Norm g hi t/o,Norm g hi tdwn (hard ldg),Pitch cycle fin app,Pitch hi 1000-500ft,Pitch hi 35-400ft,Pitch hi 35ft t/o,Pitch hi 400-1000ft,Pitch hi 500-50ft,Pitch hi 50ft tdwn,Pitch hi liftoff,Pitch lo 1000-500ft,Pitch lo 20ft tdwn,Pitch lo 35-400ft,Pitch lo 35-climb accel start,Pitch lo 35ft t/o,Pitch lo 400-1000ft,Pitch lo 500-20ft,Pitch rate (neg) t/o,Pitch rate (rot) hi t/o,Pitch rate hi 35-1000ft,Pitch rate lo t/o,RoC lo 35-1000ft,RoD hi 1000-500ft,RoD hi 2000-1000ft,RoD hi 3000-2000ft,RoD hi 500-50ft,RoD hi 50ft tdwn,RoD hi tdwn,Roll cycle fin app,Roll hi >1000ft,Roll hi 1000-300ft,Roll hi 20-400ft,Roll hi 20ft tdwn,Roll hi 300-20ft,Roll hi 400-1000ft,Roll hi liftoff 20ft,RTO,Short flare duration,Spdbrk dep flaps extd,TAWS GS 500-200ft,Throttle cycle fin app,Turb app,Turb crz,Turb flt,Unstable app,Unstable app g/a
Gnd spd hi taxi turn,-0.044061275,-0.054463883,-0.058192122,-0.031061857,-0.020463486,-0.037730619,-0.00132106,0.004788414,0.003918632,-0.002457175,-0.040973769,-0.03192843,-0.048366966,-0.03693665,-0.025683086,-0.007028266,-0.002608059,0.051021568,0.005382988,0.004009194,0.00370169,0.056367626,0.006031372,-0.034172599,-0.036306572,0.01132731,0.003061703,0.012776122,-0.103045313,-0.018107726,0.00313625,-0.002518408,0.00128827,0.003258243,-0.001780837,0.00492835,-0.002518408,-0.010949549,0.016216332,-0.067345621,0.013946789,-0.001791148,0.003884923,0.017039783,0.1496807,1,-0.003221339,-0.00287939,-0.000812674,-0.007146085,-0.017930815,-0.020607858,-0.012831923,-0.004329888,-0.002178069,0.004706541,-0.001417968,0.00092414,-0.009641495,-0.002310357,0.001408468,0.002339157,0.010467643,4.60E-05,-0.006718699,-0.005325298,-0.0142417,-0.044285733,-0.048025931,-0.022861825,0.021038939,-0.009080606,0.000517322,-0.005172329,-0.003249012,-0.029861656,-0.045378481,-0.012081436,-0.00412181,-0.113303476,-0.031397286,-0.133040945,-0.000371135,-0.006565681,-0.027662343,-0.039535828,-0.004585555,0.001826766,-0.26827467,0.000379989,-0.003954846,-0.035788946,-0.016611316,-0.001735833,-0.005941447,-0.019900329,0.000514952,-0.009650302,-0.006731138,-0.001504453,-0.027528841,-0.041399005,-0.004739775,-0.01517004,0.002855419,-0.001235356,0.003883717,-0.004735072,-0.006565561,0.019085613,-0.004787881,0.000280295,-0.032113431,-0.002983235,-0.004362039,-0.009789471,-0.000989918,0.001028269,-0.019990553,0.075077075,-0.004333476
Go-around,-0.001211006,-7.63E-05,-0.002495097,0.001838631,0.001791217,-0.001759433,-0.000460209,-0.000310567,-0.000160849,-0.000578165,-0.001920918,0.002952293,0.001070933,-0.00182489,-0.00054459,-0.001386465,-9.70E-05,0.005697773,-0.001262586,0.010913787,0.000173028,0.000490745,-0.001208994,-0.00086979,-0.001217809,0.011028062,-0.001027973,0.000637501,0.002369457,-0.000904407,0.004124374,-4.85E-05,-0.000810782,-4.85E-05,0.03959389,-0.000428414,-4.85E-05,0.001944893,-0.000368468,0.001576915,0.001120277,-0.000372576,0.008317752,0.008715487,0.002938454,-0.003221339,1,0.002477817,0.002688217,0.001316755,-0.003402848,0.000271817,2.84E-06,0.002757863,-0.000615669,-0.001966021,-0.000460209,0.008612001,-0.004009367,-0.000572019,-8.37E-05,-4.85E-05,-0.000723041,-0.000145492,-0.000540247,0.06803373,-0.000846398,0.006328021,-9.74E-05,-0.001266472,-0.003329674,-0.000174862,-0.000187833,-0.000274363,-0.000286939,0.004560029,-0.002347681,-0.000909616,-0.000819368,-0.002982533,0.003629292,0.000661727,-0.000485118,-0.000905599,0.000344473,-0.000216042,-0.000660016,-0.000533367,0.001911068,-0.000689713,0.011608516,0.004032563,-0.001704902,0.002138041,-0.001200089,-0.00225233,-0.000328965,-0.00133388,-0.000529453,0.007701198,0.004892909,-0.001477767,-0.000306756,-0.001167118,0.004980981,0.005976939,0.004957468,-0.000582226,0.007439941,-0.001737575,-0.000310567,-9.70E-05,-0.002148588,0.000148765,-8.40E-05,-0.000457643,0.008007299,-0.000128311,0.008323231,-0.002438409,0.021714064
GS dev above GS 1000-500ft,0.008336413,0.007613804,0.005754435,0.047180636,0.003142456,0.015884869,0.001162662,-0.001384283,0.008473784,-1.79E-05,-0.002342596,-0.0035251,0.000769921,4.13E-05,-0.002427387,0.004538883,-0.000432325,-0.007530611,0.002988795,0.004954638,0.004981678,-0.008840298,0.004215062,0.006341581,0.006760242,0.023326562,0.00118689,0.02982217,0.02302748,0.004159674,0.003081567,-0.00021616,0.007345265,-0.00021616,-0.001431373,-0.001909558,-0.00021616,0.035418355,0.000289552,0.000258319,0.033503866,0.026122805,0.019726512,-0.00303152,-0.001211136,-0.00287939,0.002477817,1,0.326565288,0.188227737,-0.021216142,0.00085733,0.007892557,0.001003585,-0.002744205,0.008716072,0.017232349,0.007487993,-0.015646808,0.002623456,-0.000373092,-0.00021616,0.000867886,-0.000648498,0.000330366,-0.002183089,0.004977136,0.029695206,0.035435365,0.001387029,0.003922052,-0.000779408,-0.000837224,0.004166002,-0.001278964,0.003957826,-0.001868717,0.007347419,0.00356629,0.006513602,0.000280644,0.004131357,0.000886804,0.004827725,0.003052233,0.080838076,0.006027622,-0.001309123,-0.000474478,-0.003074238,0.005269989,0.030484489,0.001141245,0.002904084,-0.001641797,0.005934286,0.003028584,0.089062859,0.036970692,0.012155963,0.049901368,0.010063281,0.003452824,0.007511308,0.012677449,0.000534448,0.000690659,-5.38E-05,-0.001647814,-0.002039167,-0.001384283,-0.000432325,-0.005395883,0.003328904,-0.000374403,0.007655956,0.00864537,-0.000571918,0.009404009,-0.077354978,-0.001315007
GS dev above GS 1500-1000ft,0.008265531,0.007628862,0.0049128,0.016410165,0.005295578,-0.001403859,-0.001976577,-0.001333874,0.008842386,0.000171278,-0.004218248,-0.008590419,-0.005966872,-0.004445844,0.003296661,0.001827908,-0.000416582,-0.005769077,0.004451123,0.008862761,0.006786678,-0.005540728,0.006171885,0.003330462,0.004883597,0.031435145,0.003064676,0.048421205,0.026528343,0.004611703,0.00485924,-0.000208289,0.00409608,-0.000208289,0.00333461,-0.001840021,-0.000208289,0.024773855,-0.003386857,-0.00156822,0.009149178,0.014867704,0.011728182,0.000205511,0.002194305,-0.000812674,0.002688217,0.326565288,1,0.025798534,0.004238623,-0.010464203,0.015110106,-0.001493107,-0.002644274,0.002591991,0.014691948,0.00359829,-0.007957113,-0.002456799,-0.000359506,-0.000208289,0.005380799,-0.000624883,0.000520101,0.007253267,0.005440578,0.018110689,0.034040513,0.001854643,0.002788236,-0.000751026,-0.000806736,-0.001178379,-0.001232391,0.002014688,-0.003795144,-0.002217235,-0.001647295,0.000360456,-4.41E-05,0.001273952,-0.002083564,-0.00017639,-0.001883079,0.080070089,0.004143064,-0.002139276,-0.003984383,-0.000736254,0.002862412,0.000909942,-6.95E-05,0.001757053,-0.001308854,0.004133657,-0.001412892,0.131154609,0.052187308,0.011824313,0.026104779,0.011565244,-0.001317503,0.008174514,0.012149034,-0.004038248,-0.001780735,0.000135355,0.004381979,-0.004898983,-0.001333874,-0.000416582,-0.00344575,0.00489767,-0.000360769,0.008091552,0.011277963,-0.000551091,0.005628404,-0.063084761,0.003931309
GS dev above GS 500-200ft,0.012211307,0.013984804,0.008169926,0.04002774,0.002636086,0.019092136,0.010467241,-0.001716287,-0.000888898,0.003020675,0.008896828,0.011363984,0.005932495,0.003814955,-0.003009568,0.005355287,-0.000536013,-0.007793179,-0.004263699,-0.001669338,-0.003525416,-0.003640908,-0.004640053,-0.000670132,-0.000809149,-0.002648106,-0.003345573,-0.006767597,0.01265499,-0.003671708,-0.001814512,-0.000268004,0.008828642,-0.000268004,0.001904696,0.000427449,0.024410479,0.011115392,-0.002342938,0.000419352,0.003856791,0.001154506,0.000847367,0.000498116,-0.006237268,-0.007146085,0.001316755,0.188227737,0.025798534,1,-0.013525628,-0.000982092,-0.020273621,-0.002112509,-0.00340237,0.006363272,5.88E-05,0.001290784,0.001855626,-0.001067,-0.000462574,-0.000268004,0.002628124,-0.000804033,0.001448603,0.002162273,0.003823431,0.015941085,0.017616217,0.005336683,0.00531253,-0.00096634,-0.001038022,0.00284681,-0.001585709,0.003455966,0.003170447,0.002885693,0.004238316,0.012301611,-0.002918142,0.005749743,0.004725036,0.008550437,0.000397132,0.017009994,0.009060994,0.00446219,0.010363531,0.001400985,-0.003432539,0.035910157,-0.002345264,0.001209351,-0.003630487,0.00910736,0.001821221,-0.002226566,0.003088654,0.001881271,0.023650759,0.012012979,0.006109795,0.012077918,0.004072988,-0.005195987,0.007393425,0.002954956,0.000185333,0.007954163,-0.001716287,-0.000536013,-0.001154484,-0.003067505,-0.0004642,0.007937597,0.010415292,-0.000709086,0.010376342,-0.090817891,-0.001630396
GS dev below GS 1000-500ft,0.010702251,0.009221722,0.006238227,0.026453316,0.003201409,0.009074393,0.00395147,0.000831017,0.004280297,-0.005081731,-0.007515747,-0.009140017,-0.003035429,-0.002469247,0.003152532,-0.001733024,-0.001303939,-0.02289177,0.025715365,0.021271272,0.014684389,-0.023229433,0.022020943,0.005730713,0.002425058,0.012768426,-0.00320431,0.019314514,0.013681073,0.007363547,0.004501788,-0.000651963,0.009586388,-0.000651963,-0.000830107,-0.000919482,-0.000651963,0.019783152,-0.000610163,0.009176739,-0.001050475,-0.003617621,-0.003086903,-0.013357437,-0.018957568,-0.017930815,-0.003402848,-0.021216142,0.004238623,-0.013525628,1,0.22906455,0.155998365,-0.000956461,-0.006432567,-0.002723812,-0.003933904,0.002502592,0.051418813,0.014067997,-0.001125287,-0.000651963,0.000316162,0.001605364,0.004254782,0.003299626,0.00702205,0.088111693,0.102615295,0.010574503,-0.016050721,0.000612444,-0.002525159,-0.001799626,-0.000245366,-0.0011421,-0.002602474,0.000902261,0.011122713,0.009425442,0.011626496,0.00668449,0.000959223,0.005947162,-0.005548185,0.019689161,0.001344344,-0.020382724,-0.001717395,-0.001750311,-0.006159409,0.003977099,0.006547726,0.007758841,-0.012235291,-0.002241784,-0.001271585,0.111431531,0.061516604,0.024091805,0.049283563,0.005199163,0.002633882,0.014610917,0.013413344,0.005026213,-0.004382209,0.004642854,-0.001426359,-0.017019899,0.000831017,-0.001303939,0.003842961,0.003595773,0.005038999,0.001777144,0.004684878,-0.001724967,0.017373568,-0.102985455,0.004816724
GS dev below GS 1500-1000ft,0.002065556,8.81E-05,0.006292688,0.00815499,0.001011634,-0.000674923,0.011813703,0.001055301,-0.001090104,-0.000521154,-0.004762191,0.005046092,0.016004787,0.00174077,0.005324817,0.002698295,-0.000657343,-0.013604658,0.013639684,0.009233129,0.002397961,-0.014989128,0.011111745,0.00993098,0.003072585,-0.006065332,-0.002180485,-0.011190043,-0.00540491,-0.000692711,0.005464627,-0.000328668,0.011477993,-0.000328668,0.003856406,-0.002903449,-0.000328668,0.008545277,-0.002412799,0.003433366,-0.0042024,-0.002525027,-0.008067904,-0.009974965,-0.015475958,-0.020607858,0.000271817,0.00085733,-0.010464203,-0.000982092,0.22906455,1,0.05337811,-0.000627313,-0.004172515,-0.004244536,0.001147538,-0.003324749,0.008481816,0.001273735,-0.00056728,-0.000328668,-0.00082745,0.005758057,0.005426607,0.000672279,7.14E-05,0.021898968,0.185070194,0.013198422,-0.007681776,-0.001185076,-0.001272984,-0.001859416,0.001475524,-1.64E-05,-0.00060565,0.000322114,0.007622768,0.012486111,0.003236583,0.009069425,-0.001263917,0.012195558,0.003230951,-0.006554238,-0.0029847,-0.004335711,0.011615015,0.001023421,-0.005513621,0.000376827,0.003058873,-0.000513319,-0.004032052,0.00019725,-0.002229464,0.015338277,0.048005862,0.01664483,0.020024788,0.008635281,0.001120381,0.004747946,0.007385591,-0.004281197,-0.003660011,0.001114437,-0.004111055,-0.013423367,-0.002104778,-0.000657343,-0.002073525,0.002671296,-0.000569274,-0.003101542,0.000258607,-0.000869591,0.004013758,-0.010193878,0.004653491
GS dev below GS 500-200ft,0.003683418,0.002630306,0.000840861,0.032671167,-0.002486587,0.026270409,-0.000358387,-0.001027253,-0.001641414,-0.000143217,-0.004212471,-0.008088469,-0.002839279,-0.003542182,-0.000668542,-0.00257466,-0.000989787,-0.020454583,0.024974029,0.015756938,0.013838185,-0.018437766,0.020132945,0.000318743,0.000733271,0.007872646,-0.001406137,0.008879303,0.00723183,0.004037209,0.003977557,-0.000494889,0.006517948,-0.000494889,0.000812142,0.003393954,-0.000494889,0.021591688,0.003188414,0.012035083,0.002448344,0.003340794,0.000911823,-0.020294622,-0.01340775,-0.012831923,2.84E-06,0.007892557,0.015110106,-0.020273621,0.155998365,0.05337811,1,-0.006790046,-0.004120014,-0.002218553,-0.004696295,-0.002355967,-0.010677525,0.003472344,-0.000854177,-0.000494889,-0.001857165,0.003086639,-0.000584987,0.002021997,0.007896344,0.046555291,0.035557511,0.020395224,-0.014830052,-0.001784417,-0.001916784,0.00204921,0.004026748,-0.004289627,0.009736812,0.006839694,0.001381436,0.003882496,0.010181348,0.007408196,0.014254871,0.005101915,0.001093133,0.026053058,0.00537101,-0.011724347,0.005136724,-0.00027964,-0.000940827,0.011669489,0.000297692,0.009378146,-0.00268966,-0.004419028,0.000687544,0.042681676,0.048599663,0.011659131,0.024308368,-0.002592227,0.003375445,0.02012114,0.009838654,0.004578184,0.001980115,0.004348624,0.00205466,-0.017083081,-0.003169249,-0.000989787,0.007857377,0.001082053,0.007060467,0.006962404,0.009625314,-0.001309378,0.010014527,-0.166256091,0.001925534
Hdg dev rwy >80kts air spd t/o,0.040551171,0.056262664,0.031803957,0.009446101,0.047320024,0.011215488,0.001421162,-0.001317779,-0.000682503,-0.002453231,0.004907265,0.001881501,0.000208514,0.003413581,0.009096402,-0.001382082,-0.000411555,-0.006125735,-0.004801815,0.002991976,-0.001285402,-0.005128625,-0.004191697,0.003460715,-4.94E-05,-0.002732663,-0.00436183,-0.008330597,-0.002224159,0.001321583,-0.001343175,-0.000205776,-0.001522833,-0.000205776,-0.001362606,-0.001817818,-0.000205776,-0.002066148,-0.003027155,-0.001391254,0.001955795,-0.001580892,0.003113604,0.006574032,0.001183981,-0.004329888,0.002757863,0.001003585,-0.001493107,-0.002112509,-0.000956461,-0.000627313,-0.006790046,1,-8.92E-05,0.010006977,-0.001952727,-0.002962592,0.0091626,0.000288124,-0.000355168,-0.000205776,0.003373432,-0.000617343,0.000582338,0.00107834,-0.001754336,-0.00079334,-0.002072519,0.000777865,0.001725534,-0.000741963,-0.000797002,-0.00116416,-0.00121752,0.053931431,0.003416943,0.01836903,0.000312153,0.012403365,0.008790541,0.015541054,-0.002058422,-0.004038117,0.006220629,0.002178987,0.001907408,0.005864177,0.007057149,0.008337793,0.004095968,0.007347458,0.004693962,0.012055886,0.009177911,-0.001871374,0.008041302,-0.00436668,-0.004498707,0.002533914,-0.007598565,0.001318534,0.003758401,0.005724719,0.005086044,-0.00398952,0.002638063,0.002865068,0.002549321,-0.001461728,0.053659495,-0.000411555,-0.00107018,0.001421282,-0.000356416,0.001450938,0.007307745,-0.000544442,0.010460199,-0.001464452,-0.001251831
Hdg var 500-50ft,-0.00196198,-0.000768706,-0.001154735,0.013180547,-0.004892409,-0.003013169,0.007526096,-0.000531871,-0.000275466,0.005630084,-0.003289725,-0.001008301,0.005722191,-0.001010373,-0.000932654,0.003171297,-0.000166109,-0.000127784,0.0144996,0.009867353,0.012663744,0.000747869,0.013830694,-0.001489586,-0.002085596,0.006046034,-0.001760487,0.003045477,0.002855744,-0.001548869,0.001059128,-8.31E-05,0.017511848,-8.31E-05,0.01120637,-0.000733693,-8.31E-05,0.010196567,0.000590243,0.00697533,0.01343016,0.019897359,0.000559719,-0.005423597,-0.004807833,-0.002178069,-0.000615669,-0.002744205,-0.002644274,-0.00340237,-0.006432567,-0.004172515,-0.004120014,-8.92E-05,1,0.002530956,-0.000788144,0.015257306,-0.000596032,0.032476529,-0.00014335,-8.31E-05,-0.001238265,-0.000249167,-0.000925217,0.014718507,-0.001449524,-0.000218638,-0.004488341,0.046341508,-0.003334556,-0.000299465,-0.000321679,-0.000469869,-0.000491406,-0.002402941,0.01887699,0.002655889,0.026607184,0.001461511,-0.004439132,-0.003515236,0.014944873,0.010164517,-0.000877774,0.028829642,-0.00113033,-0.004052226,-0.005932624,-0.001181189,0.007731107,0.025819192,-0.002919781,-0.00065445,0.001141619,0.003029781,0.011064549,0.041602887,0.023684119,0.009343426,0.039947123,0.00217948,-0.000525343,0.004578995,0.004850369,0.117326559,0.001708594,0.005577037,0.148937286,0.000424438,-0.000531871,-0.000166109,0.016149444,0.003515825,-0.000143854,0.00757704,0.014191085,-0.000219743,0.009084876,-0.03026198,-0.000505254
Hdg var tdwn 60kts air spd,0.001638283,0.009341663,0.00213045,0.074768628,0.00645274,0.052760278,0.000112081,-0.001698429,-0.000879648,0.003117865,0.005392574,0.007236451,0.010343911,0.00473159,-0.000756193,-0.003198552,-0.000530436,0.002565119,-0.004697513,0.000353576,-0.003435644,-0.000302184,-0.003897736,-0.00197061,0.0013157,-0.002664976,-0.002082768,-0.004967514,0.014020521,0.000413812,0.00427858,-0.000265215,-0.001445962,-0.000265215,0.005678231,0.003304582,-0.000265215,-0.001841256,-0.001599183,0.006452667,0.001481111,-0.002037544,0.002640757,-0.002056953,0.003613338,0.004706541,-0.001966021,0.008716072,0.002591991,0.006363272,-0.002723812,-0.004244536,-0.002218553,0.010006977,0.002530956,1,0.005369815,-0.00208427,0.001258682,-0.001012564,-0.000457761,-0.000265215,0.001064842,-0.000795667,-0.002954502,0.002240525,0.005390941,0.007472489,-0.00070274,0.012428363,-0.003984688,-0.000956285,-0.001027222,-0.001500437,-0.00156921,0.009935039,0.022788523,0.024336472,0.005851711,0.00113719,-4.46E-05,-0.003025448,0.007323163,-0.002132473,0.001698879,0.021801173,0.014732187,0.004260263,-0.023505181,-0.003771899,0.003211684,0.045254686,0.00211517,0.004278642,0.01365321,0.000748155,0.001877575,0.001766981,-0.001212223,0.001772058,0.011111848,0.020170818,0.018035694,0.038333356,0.004332687,-0.005141922,-0.001401077,0.032153304,0.012540852,-0.000242398,0.002195861,-0.000530436,0.021308363,0.000142684,-0.000459369,0.023933103,0.032101531,-0.000701708,0.025950429,0.002837409,0.006585243
Hgt hi 1 min tdwn,0.003898584,0.004777586,0.000975682,0.030003572,4.12E-06,0.003610316,-0.000589132,-0.00039757,-0.000205909,0.008112333,0.000230247,-0.003130422,-0.002666628,0.000491886,-0.000697153,0.001932954,-0.000124165,0.002715876,0.006041702,0.002499868,0.001329824,0.002545707,0.003091572,-0.001113455,-0.001558969,0.013040492,-0.001315952,0.02891314,0.022274007,0.061176675,0.006857592,-6.21E-05,0.017917027,-6.21E-05,0.015309272,-0.000548431,-6.21E-05,0.011445732,-0.003571747,0.011236689,0.009393613,0.013252857,-0.001017351,-0.004840174,-0.001885678,-0.001417968,-0.000460209,0.017232349,0.014691948,5.88E-05,-0.003933904,0.001147538,-0.004696295,-0.001952727,-0.000788144,0.005369815,1,0.153111264,-0.006816351,-0.000732266,-0.000107153,-6.21E-05,-0.000925595,-0.000186251,-0.000691593,-0.00062699,0.004969929,0.001593208,0.004595592,0.006487151,-0.004262456,-0.000223848,-0.000240453,-0.000351224,-0.000367323,-0.002218658,0.012076308,-0.001164439,-0.001048908,0.003209457,0.001292377,0.000294178,-0.00062102,0.011374868,0.003414967,0.068465628,0.006911906,-0.002797866,0.002692663,-0.000882931,-0.001914372,0.048227024,0.003864484,0.000845228,-0.001536284,-0.002883304,-0.000421122,-0.00566619,0.063738507,0.028481532,0.018782977,0.00791876,-0.000392691,-0.001494077,0.013832993,0.01514216,-0.001380616,-0.000745332,0.031402346,-0.00314343,-0.00039757,-0.000124165,0.033406445,-0.001112251,-0.00010753,0.010594056,-0.000950323,-0.000164257,0.00589177,-0.022620631,-0.000377674
Hgt hi 2 min tdwn,-0.001007849,-0.001874244,-0.002095404,0.030070357,-0.003133282,0.004317255,0.013773344,0.010260465,-0.000312396,0.004716483,-0.001956812,-0.00334706,-0.004045691,-0.001678812,0.005141042,-0.000246953,-0.000188378,0.000168711,0.010523288,0.001102681,0.002797755,0.001130177,0.007873322,0.00996899,0.00875937,0.022589708,0.004585185,0.031800301,0.024810891,0.061789272,0.019844963,-9.42E-05,0.023431935,-9.42E-05,0.009745979,-0.000832055,-9.42E-05,0.025757012,-0.002965416,0.007138303,0.009387724,-0.000723609,0.002233463,-0.005488157,-0.000456179,0.00092414,0.008612001,0.007487993,0.00359829,0.001290784,0.002502592,-0.003324749,-0.002355967,-0.002962592,0.015257306,-0.00208427,0.153111264,1,-0.010341469,-0.001110962,-0.000162568,-9.42E-05,-0.001404272,-0.000282571,0.011447707,-0.000951241,0.002349195,0.004507059,0.009332245,0.010911737,-0.005422563,-0.000339613,-0.000364805,-0.000532862,-0.000557286,-0.001713043,0.007039355,-0.001766635,-0.001591357,1.88E-06,0.001888412,0.00132039,-0.000942185,0.014798174,0.006750641,0.090926532,0.008951444,-0.0011949,0.002780153,-0.001339544,0.003904249,0.046882482,-0.001316819,-0.001312479,-0.002330783,0.003219011,-0.000638908,0.025145051,0.111562148,0.073149241,0.075230911,0.01160794,0.010402789,0.000634217,0.017766912,0.012550206,-0.00209461,-0.001130785,0.015570399,-0.002150794,-0.000603176,-0.000188378,0.018087361,0.013019455,-0.000163139,0.013860447,0.003104424,-0.000249203,0.012456674,-0.032178974,-0.000572991
Hgt lo 1 min tdwn,0.020163942,0.025932201,0.014919883,0.020073432,0.021148157,0.001803806,-0.000599974,4.39E-06,0.003543151,-0.001963706,-0.017925623,-0.024927225,-0.012794605,-0.016487491,-0.005438957,0.020583142,0.003476486,-0.022247844,0.001888321,0.008660569,0.006017761,-0.031360337,0.005089702,-0.003000593,-0.007821838,-0.007016213,-0.003602778,-0.030820516,-0.012087325,-0.009170842,-0.007866817,-0.000718297,-0.001999111,-0.000718297,-0.001826441,0.00033177,-0.000718297,-0.036241397,0.006025751,-0.019858621,0.001514573,0.004717536,-0.001920276,0.085002022,0.008202986,-0.009641495,-0.004009367,-0.015646808,-0.007957113,0.001855626,0.051418813,0.008481816,-0.010677525,0.0091626,-0.000596032,0.001258682,-0.006816351,-0.010341469,1,0.027381612,-0.001239779,-0.000718297,-0.000694323,-0.002154948,-0.002705253,-0.003377081,-0.008023376,0.000983293,-0.002921602,-0.000929502,0.164745833,0.000135416,0.002292324,-0.004063715,0.000733316,0.008417966,-0.04005786,0.001754579,0.020441641,0.007397786,0.02465105,0.013289467,0.017387892,-0.028814414,-0.031138658,-0.019638694,0.002512902,-0.044506416,-0.017939466,-0.003297476,0.008310701,-0.01252131,-0.004965167,0.00099384,-0.008612498,-0.01233387,0.005270496,-0.037411298,-0.024380296,-0.004706365,-0.064774836,-0.042077263,-0.00454349,0.014270873,-0.002179771,0.000291094,-0.006669409,0.002026315,-0.007474205,0.006215948,4.39E-06,-0.001436609,-0.028903452,-0.014840935,-0.001244136,-0.004694627,0.009678898,-0.001900473,0.004867867,-0.006246968,-0.002754156
Hgt lo 2 min tdwn,-0.002589596,-0.004430739,-0.000614311,0.019762208,-0.003072308,0.001918664,-0.000732266,-0.000494163,-0.000255936,-0.000919953,-0.003056489,-0.002180113,0.014680199,0.00847608,-0.000866531,-0.002206088,-0.000154332,0.00429831,0.00528797,0.004976126,0.0085806,0.002232134,0.006022237,-0.001383976,-0.001937731,-0.004059024,-0.001635671,-0.000794678,0.000561923,-0.001439057,0.001446965,-7.72E-05,-0.001290085,-7.72E-05,-0.000510973,-0.000681676,-7.72E-05,0.002470883,0.001608858,-0.000810189,0.051656713,-0.000592829,0.004633081,-0.002621046,-0.004674293,-0.002310357,-0.000572019,0.002623456,-0.002456799,-0.001067,0.014067997,0.001273735,0.003472344,0.000288124,0.032476529,-0.001012564,-0.000732266,-0.001110962,0.027381612,1,-0.000133187,-7.72E-05,0.004543617,0.141201803,-0.00085962,0.0075917,-0.001346755,0.032780484,0.005427738,0.011036011,0.003620275,-0.000278234,-0.000298873,-0.000436556,-0.000456566,0.000475537,0.004256733,-0.001447346,0.184581239,-0.003331767,0.001773049,-0.00164871,0.01620515,0.003711561,-0.000339762,0.005114294,-0.001050191,-0.003144847,-0.002579747,-0.001097444,-0.00237948,0.004712737,0.00702038,0.004595237,0.001530785,-0.00358382,-0.000523436,0.007659567,0.008907117,0.004687748,0.006743324,-0.000505956,-0.000488097,0.005221627,0.00133443,0.103743586,-0.001716045,0.006148375,0.003960035,0.001364368,-0.000494163,-0.000154332,0.000461092,-0.000618538,-0.000133655,-0.000728184,-0.00118121,-0.000204164,0.003984914,-0.025070291,-0.000469432
