Var1,Var2,value
Turb app,Air spd (rel) hi tdwn,0.052699286
Air spd (rel) hi tdwn,Turb app,0.052699286
Throttle cycle fin app,Pitch lo 500-20ft,0.052688876
Pitch lo 500-20ft,Throttle cycle fin app,0.052688876
RoD hi 3000-2000ft,Air spd hi 8000-5000ft,0.052636197
Air spd hi 8000-5000ft,RoD hi 3000-2000ft,0.052636197
RoD hi 2000-1000ft,Air spd hi 10000-8000ft,0.052620524
Air spd hi 10000-8000ft,RoD hi 2000-1000ft,0.052620524
Pitch lo 35-climb accel start,Air spd (rel) lo flap 5,0.052475413
Air spd (rel) lo flap 5,Pitch lo 35-climb accel start,0.052475413
Pitch rate lo t/o,Air spd (rel) hi liftoff,0.052233393
Air spd (rel) hi liftoff,Pitch rate lo t/o,0.052233393
RoD hi 2000-1000ft,GS dev above GS 1500-1000ft,0.052187308
GS dev above GS 1500-1000ft,RoD hi 2000-1000ft,0.052187308
Pitch lo 500-20ft,Air spd hi flap 40,0.051897115
Air spd hi flap 40,Pitch lo 500-20ft,0.051897115
Pitch rate hi 35-1000ft,Ldg gear late retr g/a,0.051870869
Ldg gear late retr g/a,Pitch rate hi 35-1000ft,0.051870869
Hgt lo 2 min tdwn,Flap mvmt late app,0.051656713
Flap mvmt late app,Hgt lo 2 min tdwn,0.051656713
LOC dev 500-200ft,Air spd (rel) hi 500-20ft (3 secs),0.051599855
Air spd (rel) hi 500-20ft (3 secs),LOC dev 500-200ft,0.051599855
RoD hi 3000-2000ft,RoD hi 1000-500ft,0.051529943
RoD hi 1000-500ft,RoD hi 3000-2000ft,0.051529943
Hgt lo 1 min tdwn,GS dev below GS 1000-500ft,0.051418813
GS dev below GS 1000-500ft,Hgt lo 1 min tdwn,0.051418813
Pitch lo 35-400ft,Air spd hi 8000-10000ft,0.051381799
Air spd hi 8000-10000ft,Pitch lo 35-400ft,0.051381799
Roll hi 1000-300ft,RoD hi 500-50ft,0.051320235
RoD hi 500-50ft,Roll hi 1000-300ft,0.051320235
Roll hi 1000-300ft,Ldg gear late extn,0.051295702
Ldg gear late extn,Roll hi 1000-300ft,0.051295702
RoD hi 2000-1000ft,Air spd hi 5000-3000ft,0.051059706
Air spd hi 5000-3000ft,RoD hi 2000-1000ft,0.051059706
Gnd spd hi taxi turn,Air spd hi 1000-8000ft,0.051021568
Air spd hi 1000-8000ft,Gnd spd hi taxi turn,0.051021568
Pitch lo 35-400ft,Air spd (rel) hi 35ft t/o,0.050868733
Air spd (rel) hi 35ft t/o,Pitch lo 35-400ft,0.050868733
Roll hi 1000-300ft,LOC dev 1000-500ft,0.050781622
LOC dev 1000-500ft,Roll hi 1000-300ft,0.050781622
Spdbrk dep flaps extd,RoD hi 2000-1000ft,0.050663783
RoD hi 2000-1000ft,Spdbrk dep flaps extd,0.050663783
Roll cycle fin app,Pitch lo 1000-500ft,0.050624581
Pitch lo 1000-500ft,Roll cycle fin app,0.050624581
Pitch hi 400-1000ft,Air spd (rel) hi liftoff,0.050517496
Air spd (rel) hi liftoff,Pitch hi 400-1000ft,0.050517496
Turb app,Pitch cycle fin app,0.050515174
Pitch cycle fin app,Turb app,0.050515174
Turb flt,RoD hi tdwn,0.050267461
RoD hi tdwn,Turb flt,0.050267461
Roll hi 20ft tdwn,Air spd (rel) hi 500-20ft (3 secs),0.050076438
Air spd (rel) hi 500-20ft (3 secs),Roll hi 20ft tdwn,0.050076438
RoD hi 500-50ft,GS dev above GS 1000-500ft,0.049901368
GS dev above GS 1000-500ft,RoD hi 500-50ft,0.049901368
RoD hi 1000-500ft,Air spd hi flap 15,0.049574805
Air spd hi flap 15,RoD hi 1000-500ft,0.049574805
RoD hi 500-50ft,GS dev below GS 1000-500ft,0.049283563
GS dev below GS 1000-500ft,RoD hi 500-50ft,0.049283563
Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi 35-climb accel start,0.04926835
Air spd (rel) hi 35-climb accel start,Air spd (rel) hi 500-20ft (3 secs),0.04926835
Turb app,Pitch lo 500-20ft,0.048909595
Pitch lo 500-20ft,Turb app,0.048909595
Turb flt,Pitch cycle fin app,0.048713177
Pitch cycle fin app,Turb flt,0.048713177
Roll hi 300-20ft,RoD hi 500-50ft,0.048710521
RoD hi 500-50ft,Roll hi 300-20ft,0.048710521
RoD hi 2000-1000ft,GS dev below GS 500-200ft,0.048599663
GS dev below GS 500-200ft,RoD hi 2000-1000ft,0.048599663
GS dev above GS 1500-1000ft,Air spd hi flap 25,0.048421205
Air spd hi flap 25,GS dev above GS 1500-1000ft,0.048421205
RoD hi 2000-1000ft,Air spd hi 8000-5000ft,0.048404132
Air spd hi 8000-5000ft,RoD hi 2000-1000ft,0.048404132
Roll cycle fin app,Pitch cycle fin app,0.04831024
Pitch cycle fin app,Roll cycle fin app,0.04831024
Pitch lo 500-20ft,Hgt hi 1 min tdwn,0.048227024
Hgt hi 1 min tdwn,Pitch lo 500-20ft,0.048227024
Roll hi 400-1000ft,Fuel qty low tdwn,0.048188205
Fuel qty low tdwn,Roll hi 400-1000ft,0.048188205
Pitch lo 35-400ft,Air spd (rel) hi liftoff,0.048160195
Air spd (rel) hi liftoff,Pitch lo 35-400ft,0.048160195
RoD hi 2000-1000ft,GS dev below GS 1500-1000ft,0.048005862
GS dev below GS 1500-1000ft,RoD hi 2000-1000ft,0.048005862
RoD hi 1000-500ft,LOC dev 1500-1000ft,0.047860649
LOC dev 1500-1000ft,RoD hi 1000-500ft,0.047860649
Spdbrk dep flaps extd,Air spd hi flap 10,0.047647782
Air spd hi flap 10,Spdbrk dep flaps extd,0.047647782
Turb app,Throttle cycle fin app,0.047569318
Throttle cycle fin app,Turb app,0.047569318
Hdg dev rwy >80kts air spd t/o,Air spd (rel) hi liftoff,0.047320024
Air spd (rel) hi liftoff,Hdg dev rwy >80kts air spd t/o,0.047320024
Pitch lo 35-climb accel start,Air spd (rel) lo flap 10,0.047241114
Air spd (rel) lo flap 10,Pitch lo 35-climb accel start,0.047241114
Pitch lo 1000-500ft,Air spd hi flap 15,0.047198357
Air spd hi flap 15,Pitch lo 1000-500ft,0.047198357
GS dev above GS 1000-500ft,Air spd (rel) hi 500-20ft (3 secs),0.047180636
Air spd (rel) hi 500-20ft (3 secs),GS dev above GS 1000-500ft,0.047180636
RoD hi 2000-1000ft,Air spd hi ldg gear extn,0.047048324
Air spd hi ldg gear extn,RoD hi 2000-1000ft,0.047048324
Roll hi 1000-300ft,RoD hi 2000-1000ft,0.046914186
RoD hi 2000-1000ft,Roll hi 1000-300ft,0.046914186
Pitch lo 500-20ft,Hgt hi 2 min tdwn,0.046882482
Hgt hi 2 min tdwn,Pitch lo 500-20ft,0.046882482
Flap setting lo 1000ft,Eng N1 lo 500-50ft (5 secs),0.046746133
Eng N1 lo 500-50ft (5 secs),Flap setting lo 1000ft,0.046746133
LOC dev 1000-500ft,GS dev below GS 500-200ft,0.046555291
GS dev below GS 500-200ft,LOC dev 1000-500ft,0.046555291
LOC dev 1000-500ft,Air spd (rel) hi 500-20ft (3 secs),0.046434735
Air spd (rel) hi 500-20ft (3 secs),LOC dev 1000-500ft,0.046434735
Ldg gear late extn,Flap mvmt late app,0.046413162
Flap mvmt late app,Ldg gear late extn,0.046413162
LOC dev 500-200ft,Hdg var 500-50ft,0.046341508
Hdg var 500-50ft,LOC dev 500-200ft,0.046341508
Pitch lo 35-climb accel start,Air spd (rel) hi tdwn,0.046287499
Air spd (rel) hi tdwn,Pitch lo 35-climb accel start,0.046287499
Pitch lo 35-climb accel start,Pitch lo 1000-500ft,0.046273018
Pitch lo 1000-500ft,Pitch lo 35-climb accel start,0.046273018
Pitch lo 35-climb accel start,Air spd hi flap 10,0.046223701
Air spd hi flap 10,Pitch lo 35-climb accel start,0.046223701
Air spd hi flap 10,Air spd hi flap 1,0.046205516
Air spd hi flap 1,Air spd hi flap 10,0.046205516
RoD hi 50ft tdwn,Air spd (rel) hi tdwn,0.046099181
Air spd (rel) hi tdwn,RoD hi 50ft tdwn,0.046099181
Eng N1 lo 500-50ft (5 secs),Air spd hi flap 25,0.045957917
Air spd hi flap 25,Eng N1 lo 500-50ft (5 secs),0.045957917
Roll hi 1000-300ft,Pitch lo 1000-500ft,0.045722835
Pitch lo 1000-500ft,Roll hi 1000-300ft,0.045722835
Pitch hi 50ft tdwn,Long flare duration,0.045586953
Long flare duration,Pitch hi 50ft tdwn,0.045586953
RoD hi 500-50ft,Air spd (rel) hi 500-20ft (3 secs),0.045379374
Air spd (rel) hi 500-20ft (3 secs),RoD hi 500-50ft,0.045379374
RoD hi 500-50ft,Air spd hi flap 25,0.04537739
Air spd hi flap 25,RoD hi 500-50ft,0.04537739
Eng rev thrust hi at lo gnd spd,Air spd hi flap 40,0.045363538
Air spd hi flap 40,Eng rev thrust hi at lo gnd spd,0.045363538
Turb app,Ldg gear late retr g/a,0.045345031
Ldg gear late retr g/a,Turb app,0.045345031
Norm g hi tdwn (hard ldg),Air spd (rel) hi 500-20ft (3 secs),0.04529101
Air spd (rel) hi 500-20ft (3 secs),Norm g hi tdwn (hard ldg),0.04529101
Pitch lo 500-20ft,Hdg var tdwn 60kts air spd,0.045254686
Hdg var tdwn 60kts air spd,Pitch lo 500-20ft,0.045254686
Pitch hi 35-400ft,LOC dev 1000-500ft,0.045142242
LOC dev 1000-500ft,Pitch hi 35-400ft,0.045142242
Air spd (rel) lo flap 15,Air spd (rel) lo flap 1,0.044758493
Air spd (rel) lo flap 1,Air spd (rel) lo flap 15,0.044758493
RoD hi 2000-1000ft,LOC dev 500-200ft,0.044702587
LOC dev 500-200ft,RoD hi 2000-1000ft,0.044702587
Eng N1 lo 500-50ft (5 secs),Air spd (rel) hi 500-20ft (3 secs),0.044602514
Air spd (rel) hi 500-20ft (3 secs),Eng N1 lo 500-50ft (5 secs),0.044602514
Pitch lo 500-20ft,Norm g hi tdwn (hard ldg),0.044542263
Norm g hi tdwn (hard ldg),Pitch lo 500-20ft,0.044542263
Pitch hi 35-400ft,Air spd (rel) hi liftoff,0.044280085
Air spd (rel) hi liftoff,Pitch hi 35-400ft,0.044280085
Turb flt,Throttle cycle fin app,0.044251459
Throttle cycle fin app,Turb flt,0.044251459
RoD hi 3000-2000ft,Pitch lo 1000-500ft,0.044190575
Pitch lo 1000-500ft,RoD hi 3000-2000ft,0.044190575
RoD hi 2000-1000ft,Air spd hi 3000-1000ft,0.044171017
Air spd hi 3000-1000ft,RoD hi 2000-1000ft,0.044171017
RoD hi 1000-500ft,LOC dev 500-200ft,0.044087828
LOC dev 500-200ft,RoD hi 1000-500ft,0.044087828
Unstable app,Air spd hi 8000-10000ft,0.043797018
Air spd hi 8000-10000ft,Unstable app,0.043797018
Roll hi >1000ft,RoD hi 2000-1000ft,0.04366879
RoD hi 2000-1000ft,Roll hi >1000ft,0.04366879
Pitch lo 1000-500ft,LOC dev 1500-1000ft,0.043454583
LOC dev 1500-1000ft,Pitch lo 1000-500ft,0.043454583
RoD hi 3000-2000ft,Air spd hi 10000-8000ft,0.043416254
Air spd hi 10000-8000ft,RoD hi 3000-2000ft,0.043416254
Flap mvmt late app,Air spd hi flap 30,0.043304443
Air spd hi flap 30,Flap mvmt late app,0.043304443
Pitch rate (neg) t/o,Pitch lo 35-climb accel start,0.043274227
Pitch lo 35-climb accel start,Pitch rate (neg) t/o,0.043274227
Pitch hi liftoff,Norm g hi tdwn (hard ldg),0.042982434
Norm g hi tdwn (hard ldg),Pitch hi liftoff,0.042982434
Throttle cycle fin app,Roll cycle fin app,0.042738941
Roll cycle fin app,Throttle cycle fin app,0.042738941
RoD hi 1000-500ft,GS dev below GS 500-200ft,0.042681676
GS dev below GS 500-200ft,RoD hi 1000-500ft,0.042681676
Pitch lo 500-20ft,LOC dev 500-200ft,0.042565834
LOC dev 500-200ft,Pitch lo 500-20ft,0.042565834
RoD hi tdwn,Pitch lo 500-20ft,0.042521626
Pitch lo 500-20ft,RoD hi tdwn,0.042521626
RoD hi 2000-1000ft,Air spd hi flap 40,0.042309845
Air spd hi flap 40,RoD hi 2000-1000ft,0.042309845
RoD hi 500-50ft,LOC dev 1000-500ft,0.042298941
LOC dev 1000-500ft,RoD hi 500-50ft,0.042298941
Air spd hi ldg gear extn,Air spd hi 8000-5000ft,0.042221329
Air spd hi 8000-5000ft,Air spd hi ldg gear extn,0.042221329
Pitch lo 35-climb accel start,Norm g hi tdwn (hard ldg),0.042054149
Norm g hi tdwn (hard ldg),Pitch lo 35-climb accel start,0.042054149
RoD hi 500-50ft,Air spd hi flap 30,0.041758238
Air spd hi flap 30,RoD hi 500-50ft,0.041758238
Max alt (ldg gear extd) excd,Air spd hi ldg gear extn,0.041757722
Air spd hi ldg gear extn,Max alt (ldg gear extd) excd,0.041757722
RoD hi 1000-500ft,Hdg var 500-50ft,0.041602887
Hdg var 500-50ft,RoD hi 1000-500ft,0.041602887
RoD hi 50ft tdwn,Air spd (rel) lo flap 1,0.041598515
Air spd (rel) lo flap 1,RoD hi 50ft tdwn,0.041598515
Pitch hi liftoff,Air spd (rel) lo flap 10,0.041571138
Air spd (rel) lo flap 10,Pitch hi liftoff,0.041571138
Pitch lo 35-400ft,Air spd hi 1000-8000ft,0.041570334
Air spd hi 1000-8000ft,Pitch lo 35-400ft,0.041570334
Throttle cycle fin app,Pitch lo 1000-500ft,0.04152949
Pitch lo 1000-500ft,Throttle cycle fin app,0.04152949
Pitch lo 500-20ft,LOC dev 1000-500ft,0.041122266
LOC dev 1000-500ft,Pitch lo 500-20ft,0.041122266
Pitch lo 1000-500ft,Flap setting lo 1000ft,0.041082676
Flap setting lo 1000ft,Pitch lo 1000-500ft,0.041082676
RoD hi 500-50ft,Pitch hi liftoff,0.04095303
Pitch hi liftoff,RoD hi 500-50ft,0.04095303
Pitch lo 35ft t/o,Air spd (rel) hi 35-climb accel start,0.040941605
Air spd (rel) hi 35-climb accel start,Pitch lo 35ft t/o,0.040941605
Roll hi 400-1000ft,Gnd spd hi taxi straight,0.040885227
Gnd spd hi taxi straight,Roll hi 400-1000ft,0.040885227
Hdg dev rwy >80kts air spd t/o,Air spd (rel) hi 35-climb accel (3 secs),0.040551171
Air spd (rel) hi 35-climb accel (3 secs),Hdg dev rwy >80kts air spd t/o,0.040551171
Pitch lo 500-20ft,Eng rev thrust hi at lo gnd spd,0.040404424
Eng rev thrust hi at lo gnd spd,Pitch lo 500-20ft,0.040404424
Air spd hi ldg gear extn,Air spd hi 3000-1000ft,0.04032705
Air spd hi 3000-1000ft,Air spd hi ldg gear extn,0.04032705
Pitch hi liftoff,Air spd (rel) lo liftoff,0.040244325
Air spd (rel) lo liftoff,Pitch hi liftoff,0.040244325
GS dev above GS 500-200ft,Air spd (rel) hi 500-20ft (3 secs),0.04002774
Air spd (rel) hi 500-20ft (3 secs),GS dev above GS 500-200ft,0.04002774
RoD hi 500-50ft,Hdg var 500-50ft,0.039947123
Hdg var 500-50ft,RoD hi 500-50ft,0.039947123
Pitch hi 1000-500ft,Flap mvmt late app,0.039903346
Flap mvmt late app,Pitch hi 1000-500ft,0.039903346
RoD hi 500-50ft,LOC dev 500-200ft,0.039693533
LOC dev 500-200ft,RoD hi 500-50ft,0.039693533
Unstable app,Air spd hi 1000-8000ft,0.039672408
Air spd hi 1000-8000ft,Unstable app,0.039672408
Go-around,AP disengaged crz,0.03959389
AP disengaged crz,Go-around,0.03959389
Short flare duration,Pitch lo 500-20ft,0.039404647
Pitch lo 500-20ft,Short flare duration,0.039404647
RoD hi 2000-1000ft,Air spd (rel) hi 500-20ft (3 secs),0.03936539
Air spd (rel) hi 500-20ft (3 secs),RoD hi 2000-1000ft,0.03936539
RoD hi 3000-2000ft,Air spd hi flap 15,0.039321171
Air spd hi flap 15,RoD hi 3000-2000ft,0.039321171
Turb flt,Roll cycle fin app,0.039320199
Roll cycle fin app,Turb flt,0.039320199
Flap retr early t/o,Air spd (rel) lo 35ft t/o,0.039095724
Air spd (rel) lo 35ft t/o,Flap retr early t/o,0.039095724
Pitch lo 35ft t/o,Air spd (rel) hi 35-climb accel (3 secs),0.039024306
Air spd (rel) hi 35-climb accel (3 secs),Pitch lo 35ft t/o,0.039024306
Turb app,Roll cycle fin app,0.039000288
Roll cycle fin app,Turb app,0.039000288
RoD hi 1000-500ft,Pitch lo 500-20ft,0.038965583
Pitch lo 500-20ft,RoD hi 1000-500ft,0.038965583
RoD hi 50ft tdwn,Air spd (rel) lo flap 5,0.038560114
Air spd (rel) lo flap 5,RoD hi 50ft tdwn,0.038560114
Roll hi 1000-300ft,LOC dev 500-200ft,0.038412701
LOC dev 500-200ft,Roll hi 1000-300ft,0.038412701
Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi 35-climb accel (3 secs),0.03840939
Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) hi 500-20ft (3 secs),0.03840939
Spdbrk dep flaps extd,Air spd (rel) lo flap 10,0.038399982
Air spd (rel) lo flap 10,Spdbrk dep flaps extd,0.038399982
LOC dev 1000-500ft,Air spd hi flap 30,0.038353584
Air spd hi flap 30,LOC dev 1000-500ft,0.038353584
Roll cycle fin app,Hdg var tdwn 60kts air spd,0.038333356
Hdg var tdwn 60kts air spd,Roll cycle fin app,0.038333356
Air spd hi flap 30,Air spd (rel) hi tdwn,0.038065798
Air spd (rel) hi tdwn,Air spd hi flap 30,0.038065798
Roll hi 300-20ft,LOC dev 500-200ft,0.037404946
LOC dev 500-200ft,Roll hi 300-20ft,0.037404946
RoD hi 1000-500ft,Air spd hi flap 30,0.037214742
Air spd hi flap 30,RoD hi 1000-500ft,0.037214742
Pitch hi 400-1000ft,Eng rev thrust hi at lo gnd spd,0.037200196
Eng rev thrust hi at lo gnd spd,Pitch hi 400-1000ft,0.037200196
RoD hi 2000-1000ft,Air spd hi flap 5,0.037150312
Air spd hi flap 5,RoD hi 2000-1000ft,0.037150312
Pitch lo 20ft tdwn,Pitch lo 1000-500ft,0.03710425
Pitch lo 1000-500ft,Pitch lo 20ft tdwn,0.03710425
RoD hi 2000-1000ft,GS dev above GS 1000-500ft,0.036970692
GS dev above GS 1000-500ft,RoD hi 2000-1000ft,0.036970692
Turb app,Roll hi 20ft tdwn,0.036944864
Roll hi 20ft tdwn,Turb app,0.036944864
Air spd hi ldg gear extn,Air spd hi 10000-8000ft,0.036359131
Air spd hi 10000-8000ft,Air spd hi ldg gear extn,0.036359131
RoD hi 2000-1000ft,Pitch lo 500-20ft,0.036350129
Pitch lo 500-20ft,RoD hi 2000-1000ft,0.036350129
Pitch lo 1000-500ft,Eng rev thrust hi at lo gnd spd,0.036199053
Eng rev thrust hi at lo gnd spd,Pitch lo 1000-500ft,0.036199053
Roll hi 300-20ft,Roll hi 1000-300ft,0.036058747
Roll hi 1000-300ft,Roll hi 300-20ft,0.036058747
Pitch lo 35ft t/o,Flap retr early t/o,0.035956747
Flap retr early t/o,Pitch lo 35ft t/o,0.035956747
Pitch lo 500-20ft,GS dev above GS 500-200ft,0.035910157
GS dev above GS 500-200ft,Pitch lo 500-20ft,0.035910157
RoD hi 3000-2000ft,LOC dev 1000-500ft,0.035790713
LOC dev 1000-500ft,RoD hi 3000-2000ft,0.035790713
Roll hi >1000ft,Pitch lo 1000-500ft,0.035645471
Pitch lo 1000-500ft,Roll hi >1000ft,0.035645471
Pitch lo 35ft t/o,Air spd (rel) hi 35ft t/o,0.035585394
Air spd (rel) hi 35ft t/o,Pitch lo 35ft t/o,0.035585394
Eng rev thrust hi at lo gnd spd,Air spd hi flap 30,0.03556314
Air spd hi flap 30,Eng rev thrust hi at lo gnd spd,0.03556314
LOC dev 1500-1000ft,GS dev below GS 500-200ft,0.035557511
GS dev below GS 500-200ft,LOC dev 1500-1000ft,0.035557511
RoD hi 50ft tdwn,Air spd (rel) lo flap 10,0.035511793
Air spd (rel) lo flap 10,RoD hi 50ft tdwn,0.035511793
LOC dev 1500-1000ft,GS dev above GS 1000-500ft,0.035435365
GS dev above GS 1000-500ft,LOC dev 1500-1000ft,0.035435365
GS dev above GS 1000-500ft,Eng N1 lo 500-50ft (5 secs),0.035418355
Eng N1 lo 500-50ft (5 secs),GS dev above GS 1000-500ft,0.035418355
Norm g hi tdwn (hard ldg),Air spd (rel) lo flap 15,0.035307739
Air spd (rel) lo flap 15,Norm g hi tdwn (hard ldg),0.035307739
Air spd hi flap 40,Air spd hi flap 25,0.035266063
Air spd hi flap 25,Air spd hi flap 40,0.035266063
RoD hi 1000-500ft,Pitch hi 50ft tdwn,0.03501792
Pitch hi 50ft tdwn,RoD hi 1000-500ft,0.03501792
Pitch lo 35-climb accel start,Air spd (rel) lo liftoff,0.034959601
Air spd (rel) lo liftoff,Pitch lo 35-climb accel start,0.034959601
Air spd hi flap 40,Air spd (rel) lo 500-20ft (3 secs),0.034642922
Air spd (rel) lo 500-20ft (3 secs),Air spd hi flap 40,0.034642922
RoD hi tdwn,Pitch lo 20ft tdwn,0.034336797
Pitch lo 20ft tdwn,RoD hi tdwn,0.034336797
RoD hi 1000-500ft,Eng rev thrust hi at lo gnd spd,0.034227662
Eng rev thrust hi at lo gnd spd,RoD hi 1000-500ft,0.034227662
Short flare duration,Pitch hi 50ft tdwn,0.034170637
Pitch hi 50ft tdwn,Short flare duration,0.034170637
Short flare duration,Pitch lo 35-climb accel start,0.034161843
Pitch lo 35-climb accel start,Short flare duration,0.034161843
Roll hi 400-1000ft,Pitch lo 400-1000ft,0.034144181
Pitch lo 400-1000ft,Roll hi 400-1000ft,0.034144181
Roll hi 20ft tdwn,Pitch lo 500-20ft,0.034100051
Pitch lo 500-20ft,Roll hi 20ft tdwn,0.034100051
RoD hi 2000-1000ft,Flap setting lo 1000ft,0.034069016
Flap setting lo 1000ft,RoD hi 2000-1000ft,0.034069016
LOC dev 1500-1000ft,GS dev above GS 1500-1000ft,0.034040513
GS dev above GS 1500-1000ft,LOC dev 1500-1000ft,0.034040513
RoD hi 3000-2000ft,LOC dev 1500-1000ft,0.033753272
LOC dev 1500-1000ft,RoD hi 3000-2000ft,0.033753272
Pitch lo 35ft t/o,Air spd (rel) hi liftoff,0.033634251
Air spd (rel) hi liftoff,Pitch lo 35ft t/o,0.033634251
Pitch lo 35-climb accel start,LOC dev 1500-1000ft,0.03363297
LOC dev 1500-1000ft,Pitch lo 35-climb accel start,0.03363297
GS dev above GS 1000-500ft,Flap mvmt late app,0.033503866
Flap mvmt late app,GS dev above GS 1000-500ft,0.033503866
Air spd hi flap 30,Air spd (rel) hi 35ft t/o,0.033479649
Air spd (rel) hi 35ft t/o,Air spd hi flap 30,0.033479649
Short flare duration,Hgt hi 1 min tdwn,0.033406445
Hgt hi 1 min tdwn,Short flare duration,0.033406445
RoD hi 50ft tdwn,LOC dev 1000-500ft,0.03326503
LOC dev 1000-500ft,RoD hi 50ft tdwn,0.03326503
Air spd (rel) hi liftoff,Air spd (rel) hi 500-20ft (3 secs),0.033224747
Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi liftoff,0.033224747
Roll hi 1000-300ft,RoD hi 1000-500ft,0.033189433
RoD hi 1000-500ft,Roll hi 1000-300ft,0.033189433
Throttle cycle fin app,Air spd (rel) hi tdwn,0.033133019
Air spd (rel) hi tdwn,Throttle cycle fin app,0.033133019
Pitch lo 35-climb accel start,Air spd hi flap 1,0.033045854
Air spd hi flap 1,Pitch lo 35-climb accel start,0.033045854
RoD hi tdwn,Pitch cycle fin app,0.033025062
Pitch cycle fin app,RoD hi tdwn,0.033025062
RoD hi 50ft tdwn,Air spd hi flap 30,0.032974323
Air spd hi flap 30,RoD hi 50ft tdwn,0.032974323
Pitch lo 35-climb accel start,LOC dev 1000-500ft,0.032860333
LOC dev 1000-500ft,Pitch lo 35-climb accel start,0.032860333
Roll hi 300-20ft,Pitch lo 1000-500ft,0.032843399
Pitch lo 1000-500ft,Roll hi 300-20ft,0.032843399
Throttle cycle fin app,Pitch cycle fin app,0.032838095
Pitch cycle fin app,Throttle cycle fin app,0.032838095
LOC dev 1000-500ft,Hgt lo 2 min tdwn,0.032780484
Hgt lo 2 min tdwn,LOC dev 1000-500ft,0.032780484
Spdbrk dep flaps extd,RoD hi 50ft tdwn,0.032702621
RoD hi 50ft tdwn,Spdbrk dep flaps extd,0.032702621
GS dev below GS 500-200ft,Air spd (rel) hi 500-20ft (3 secs),0.032671167
Air spd (rel) hi 500-20ft (3 secs),GS dev below GS 500-200ft,0.032671167
Pitch lo 35-400ft,Pitch hi 50ft tdwn,0.032670627
Pitch hi 50ft tdwn,Pitch lo 35-400ft,0.032670627
Spdbrk dep flaps extd,Air spd hi flap 15,0.032546143
Air spd hi flap 15,Spdbrk dep flaps extd,0.032546143
Unstable app g/a,Pitch hi 500-50ft,0.032496423
Pitch hi 500-50ft,Unstable app g/a,0.032496423
Hgt lo 2 min tdwn,Hdg var 500-50ft,0.032476529
Hdg var 500-50ft,Hgt lo 2 min tdwn,0.032476529
Pitch lo 500-20ft,Pitch hi 35-400ft,0.032373037
Pitch hi 35-400ft,Pitch lo 500-20ft,0.032373037
Norm g hi tdwn (hard ldg),Air spd (rel) hi tdwn,0.032360497
Air spd (rel) hi tdwn,Norm g hi tdwn (hard ldg),0.032360497
RoD hi 1000-500ft,Air spd hi flap 40,0.032319109
Air spd hi flap 40,RoD hi 1000-500ft,0.032319109
Pitch lo 1000-500ft,Norm g hi tdwn (hard ldg),0.032300472
Norm g hi tdwn (hard ldg),Pitch lo 1000-500ft,0.032300472
RoD hi 500-50ft,RoD hi 3000-2000ft,0.032269825
RoD hi 3000-2000ft,RoD hi 500-50ft,0.032269825
Pitch rate (rot) hi t/o,Pitch rate (neg) t/o,0.032244397
Pitch rate (neg) t/o,Pitch rate (rot) hi t/o,0.032244397
LOC dev 1000-500ft,Air spd hi 3000-1000ft,0.032204985
